subevent_id,results_url,name,series,year
98B25226-2E33-42AB-A1A7-7B902F9171C7,https://www.ironman.com/im703-finland-results,Lahti,IRONMAN-70.3,2021
E13482B5-C689-E811-941F-005056951BF1,https://www.ironman.com/im703-finland-results,Lahti,IRONMAN-70.3,2019
4FC50F06-7145-E711-9417-005056951BF1,https://www.ironman.com/im703-finland-results,Lahti,IRONMAN-70.3,2018
21C12965-FA60-48B8-84FC-308399944AC0,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2023
3EEB4DA2-B363-419F-B080-201D51A9AECA,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2022
B2B3F65F-EB92-41A5-995B-50201A96437E,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2021
85D74B2F-241C-EA11-A811-000D3A5A1CF8,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2020
E93F6A00-06B1-E811-A96C-000D3A364086,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2019
B701EDEA-4FF1-E711-941C-005056951BF1,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2018
B870E801-0AC2-E611-9410-005056951BF1,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2017
216A9127-DABA-E511-940C-005056951BF1,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2016
413BDFC3-3E7A-E411-93FC-005056951BF1,https://www.ironman.com/im703-gdynia-results,Gdynia,IRONMAN-70.3,2015
0E2029FA-6827-4B28-A5D9-4B23A6676DEF,https://www.ironman.com/im703-vouliagmeni-results,"Vouliagmeni, Greece",IRONMAN-70.3,2023
D604190B-DBC8-463A-8181-58013A8ED7C4,https://www.ironman.com/im703-vouliagmeni-results,"Vouliagmeni, Greece",IRONMAN-70.3,2022
8D79205D-7F75-4618-A21C-D8361B88ED69,https://www.ironman.com/im703-emilia-romagna-results,Italy Emilia-Romagna,IRONMAN-70.3,2023
600DAFD7-1F3D-4394-AE3C-12DB67D00830,https://www.ironman.com/im703-emilia-romagna-results,Italy Emilia-Romagna,IRONMAN-70.3,2022
